"date","state","dataQualityGrade","death","deathConfirmed","deathIncrease","deathProbable","hospitalized","hospitalizedCumulative","hospitalizedCurrently","hospitalizedIncrease","inIcuCumulative","inIcuCurrently","negative","negativeIncrease","negativeTestsAntibody","negativeTestsPeopleAntibody","negativeTestsViral","onVentilatorCumulative","onVentilatorCurrently","pending","positive","positiveCasesViral","positiveIncrease","positiveScore","positiveTestsAntibody","positiveTestsAntigen","positiveTestsPeopleAntibody","positiveTestsPeopleAntigen","positiveTestsViral","recovered","totalTestEncountersViral","totalTestEncountersViralIncrease","totalTestResults","totalTestResultsIncrease","totalTestsAntibody","totalTestsAntigen","totalTestsPeopleAntibody","totalTestsPeopleAntigen","totalTestsPeopleViral","totalTestsPeopleViralIncrease","totalTestsViral","totalTestsViralIncrease"
"2020-03-15","VA","",1,,1,,,,,0,,,363,246,,,,,,,45,,15,0,,,,,2100,,6739,59,408,261,,,,,,0,,0
"2020-03-15","MA","",,,0,,,,,0,,,584,584,,,,,,,64,,26,0,,,,,380,,,0,4120,1084,,,,,,0,4120,1084
"2020-03-14","VT","",,,0,,,,,0,,,332,109,,,,,,,8,,3,0,,,,,,,,0,340,112,,,,,,0,,0
"2020-03-14","MN","",,,0,,,,,0,,,847,306,,,,,,,90,90,28,0,,,,,,,,0,937,334,,,,,,0,937,334
"2020-03-14","MI","",,0,0,1,,,,0,,,205,72,,,,,,26,1196,1717,251,0,,,,,,,,0,1401,323,,,,,,0,,0
"2020-03-14","ME","",,,0,,,,,0,,,91,0,,,,,,17,3,,0,0,,,,,,,,0,94,0,,,,,,0,,0
"2020-03-14","MD","",,,0,,,,,0,,,94,0,,,,,,,26,26,9,0,,,,,,,,0,120,9,,,,,,0,,0
"2020-03-14","MO","",0,,0,,,,,0,,,90,19,,,102,,,,4,,2,0,,,,,12,,,0,94,21,,,,,,0,115,28
"2020-03-14","LA","",,,0,,,,,0,,,109,72,,,,,,,51,51,15,0,,,,,,,,0,160,87,,,,,,0,,0
"2020-03-14","KY","",1,,1,,,,,0,,,139,32,,,,,,,14,,3,0,,,,,,,,0,153,35,,,,,,0,153,35
"2020-03-14","KS","",1,,1,,,,,0,,,93,0,,,,,,,6,,0,0,,,,,,,,0,99,0,,,,,,0,,0
"2020-03-14","IN","",0,,0,,,,,0,,,74,13,,,,,,,15,,3,0,,,,,,,,0,89,16,,,,,,0,,0
"2020-03-14","IL","",,,0,,,,,0,,,316,22,,,,,,82,46,,14,0,,,,,,,,0,362,36,,,,,,0,,0
"2020-03-14","MS","",,,0,,,,,0,,,84,43,,,,,,,6,,2,0,,,,,,,,0,90,45,,,,,,0,,0
"2020-03-14","ID","",,,0,,,,,0,,,174,43,,,,,,,2,,2,0,,,,,,,,0,176,45,,,,,,0,176,45
"2020-03-14","MT","",,,0,,,,,0,,,103,48,,,,,,,5,,4,0,,,,,,,,0,108,52,,,,,,0,,0
"2020-03-14","IA","",,,0,,,,,0,,,83,0,,,,,,,17,17,1,0,,,,,,,,0,100,1,,,,,,0,,0
"2020-03-14","NC","",,,0,,,,,0,,,137,51,,,,,,,23,,8,0,,,,,,,,0,160,59,,,,,,0,,0
"2020-03-14","HI","",,,0,,,,,0,,,,0,,,,,,,2,,0,0,,,,,,,,0,2,0,,,,,,0,,0
"2020-03-14","ND","",0,,0,,,,,0,,,54,15,,,,,,14,1,1,0,0,,,,,,,50,21,50,21,,,,,49,21,63,23
"2020-03-14","GA","",1,,0,,,,,0,,,,0,,,,,,,66,,24,0,,,,,,,,0,66,24,,,,,,0,66,24
"2020-03-14","NE","",,,0,,,,,0,,,80,0,,,,,,33,14,,1,0,,,,,,,,0,94,1,,,,,,0,,0
"2020-03-14","FL","",3,,1,,,,,0,,,478,0,,,,,,221,77,,27,0,,,,,,,,0,555,27,,,,,,0,,0
"2020-03-14","NH","",,,0,,,,,0,,,212,118,,,,,,31,7,,1,0,,,,,,,,0,219,119,,,,,,0,319,70
"2020-03-14","DE","",0,0,0,0,,,,0,,,36,6,,,,,,32,6,,2,0,,,,,,,,0,42,8,,,,,,0,,0
"2020-03-14","NJ","",1,1,0,0,,,,0,,,97,0,,,,,,80,50,78,0,0,,,,,,,,0,147,0,,,,,147,0,,0
"2020-03-14","DC","",,,0,,,,,0,,,49,29,,,,,,10,10,,0,0,,,,,,,59,29,59,29,,,,,,0,,0
"2020-03-14","NM","",,,0,,,,,0,,,237,47,,,,,,,10,,0,0,,,,,,,,0,247,47,,,,,,0,,0
"2020-03-14","CT","",,,0,,,,,0,,,125,26,,,,,,,11,,5,0,,,,,,,,0,136,31,,,,,,0,,0
"2020-03-14","NV","",0,,0,,,,,0,,,168,0,,,,,,,34,34,12,0,,,,,,,,0,202,12,,,,,,0,,0
"2020-03-14","CO","",1,,1,,,,,0,,,610,86,,,,,,,101,,29,0,,,,,,,333,135,333,135,,,,,,0,,0
"2020-03-14","NY","",,,0,,,,,0,,,2779,0,,,,,,,524,,103,0,,,,,,,,0,3303,103,,,,,,0,,0
"2020-03-14","CA","",5,,1,,,,,0,,,916,0,,,,,,,252,,50,0,,,,,,,,0,1168,50,,,,,,0,1168,50
"2020-03-14","OH","",,,0,,,,,0,,,50,0,,,,,,159,13,13,0,0,,,,,,,,0,63,0,,,,,,0,,0
"2020-03-14","AZ","",0,,0,,26,26,,4,,,121,27,,,,,,50,12,,3,0,,,,,,,,0,133,30,,,,,,0,133,30
"2020-03-14","OK","",,,0,,,,,0,,,36,0,,,,,,37,4,,1,0,,,,,,,,0,40,1,,,,,,0,,0
"2020-03-14","AR","",,,0,,,,,0,,,65,35,,,,,,26,12,12,3,0,,,,,,,,0,77,38,,,,,,0,77,38
"2020-03-14","OR","",,,0,,,,,0,,,337,0,,,,,,157,30,,0,0,,,,,,,,0,367,0,,,,,,0,,0
"2020-03-14","AL","",,,0,,,,,0,,,22,11,,,,,,46,6,6,5,0,,,,,,,,0,28,16,,,,,,0,28,16
"2020-03-14","PA","",,,0,,,,,0,,,205,65,,,,,,150,47,,6,0,,,,,,,,0,252,71,,,,,252,71,,0
"2020-03-14","AK","",0,,0,,,,,0,,,143,84,,,,,,,1,1,0,0,,,,,,,,0,144,84,,,,,,0,144,84
"2020-03-14","RI","",,,0,,,,,0,,,310,86,,,326,,,57,19,19,0,0,,,,,21,,257,56,257,56,,,,,329,86,347,90
"2020-03-14","WV","",,,0,,,,,0,,,26,9,,,,,,5,0,0,0,0,,,,,,,,0,26,9,,,,,,0,,0
"2020-03-14","SC","",,,0,,,,,0,,,110,35,,,,,,,13,13,1,0,,,,,,,,0,123,36,,,,,,0,,0
"2020-03-14","WY","",,,0,,,,,0,,,,0,,,,,,,2,2,1,0,,,,,,,,0,2,1,,,,,,0,,0
"2020-03-14","SD","",,,0,,,,,0,,,182,109,,,,,,3,9,,0,0,,,,,,,,0,191,109,,,,,191,109,,0
"2020-03-14","VA","",,,0,,,,,0,,,117,0,,,,,,,30,,0,0,,,,,2098,,6680,79,147,0,,,,,,0,,0
"2020-03-14","TN","",,,0,,,,,0,,,130,14,,,,,,,32,,6,0,,,,,,,,0,162,20,,,,,,0,,0
"2020-03-14","WA","",51,,4,,,,,0,,,17142,2220,,,,,,,1174,1174,156,0,,,,,,,18316,2376,18316,2376,,,,,17932,2329,,0
"2020-03-14","TX","",,,0,,,,,0,,,,0,,,,,,,51,51,12,0,,,,,,,,0,51,12,,,,,,0,,0
"2020-03-14","UT","",,,0,,,,,0,,,131,0,,,,,,,6,6,0,0,,,,,,,,0,137,0,,,,,,0,,0
"2020-03-14","MA","",,,0,,,,,0,,,,0,,,,,,,38,,15,0,,,,,308,,,0,3036,935,,,,,,0,3036,935
"2020-03-14","WI","",,,0,,,,,0,,,169,0,,,,,,,23,19,0,0,,,,,,,,0,192,0,,,,,,0,,0
"2020-03-13","WA","",47,,3,,,,,0,,,14922,4109,,,,,,,1018,1018,217,0,,,,,,,15940,4326,15940,4326,,,,,15603,4234,,0
"2020-03-13","MO","",,,0,,,,,0,,,71,7,,,76,,,,2,,1,0,,,,,11,,,0,73,8,,,,,,0,87,22
"2020-03-13","MN","",,,0,,,,,0,,,541,234,,,,,,,62,62,19,0,,,,,,,,0,603,253,,,,,,0,603,253
"2020-03-13","MI","",,0,0,1,,,,0,,,133,42,,,,,,26,945,1353,243,0,,,,,,,,0,1078,285,,,,,,0,,0
"2020-03-13","ME","",,,0,,,,,0,,,91,26,,,,,,17,3,,2,0,,,,,,,,0,94,28,,,,,,0,,0
"2020-03-13","MS","",,,0,,,,,0,,,41,0,,,,,,,4,,3,0,,,,,,,,0,45,3,,,,,,0,,0
"2020-03-13","MA","",,,0,,,,,0,,,,0,,,,,,,23,,15,0,,,,,234,,,0,2101,985,,,,,,0,2101,985
"2020-03-13","LA","",,,0,,,,,0,,,37,0,,,,,,,36,36,22,0,,,,,,,,0,73,22,,,,,,0,,0
"2020-03-13","KY","",,,0,,,,,0,,,107,51,,,,,,,11,,3,0,,,,,,,,0,118,54,,,,,,0,118,54
"2020-03-13","KS","",,,0,,,,,0,,,93,52,,,,,,,6,,2,0,,,,,,,,0,99,54,,,,,,0,,0
"2020-03-13","IN","",,,0,,,,,0,,,61,9,,,,,,,12,,0,0,,,,,,,,0,73,9,,,,,,0,,0
"2020-03-13","MT","",,,0,,,,,0,,,55,21,,,,,,,1,,0,0,,,,,,,,0,56,21,,,,,,0,,0
"2020-03-13","IL","",,,0,,,,,0,,,294,28,,,,,,92,32,,7,0,,,,,,,,0,326,35,,,,,,0,,0
"2020-03-13","NC","",,,0,,,,,0,,,86,26,,,,,,,15,,3,0,,,,,,,,0,101,29,,,,,,0,,0
"2020-03-13","ID","",,,0,,,,,0,,,131,38,,,,,,,0,,0,0,,,,,,,,0,131,38,,,,,,0,131,38
"2020-03-13","ND","",0,,0,,,,,0,,,39,27,,,,,,12,1,1,0,0,,,,,,,29,12,29,12,,,,,28,12,40,14
"2020-03-13","IA","",,,0,,,,,0,,,83,16,,,,,,29,16,16,2,0,,,,,,,,0,99,18,,,,,,0,,0
"2020-03-13","NE","",,,0,,,,,0,,,80,0,,,,,,33,13,,3,0,,,,,,,,0,93,3,,,,,,0,,0
"2020-03-13","HI","",,,0,,,,,0,,,,0,,,,,,,2,,0,0,,,,,,,,0,2,0,,,,,,0,,0
"2020-03-13","NH","",,,0,,,,,0,,,94,0,,,,,,21,6,,0,0,,,,,,,,0,100,0,,,,,,0,249,45
"2020-03-13","GA","",1,,1,,,,,0,,,,0,,,,,,,42,,11,0,,,,,,,,0,42,11,,,,,,0,42,11
"2020-03-13","NJ","",1,1,0,0,,,,0,,,97,23,,,,,,80,50,57,20,0,,,,,,,,0,147,43,,,,,147,43,,0
"2020-03-13","FL","",2,,0,,,,,0,,,478,177,,,,,,221,50,,18,0,,,,,,,,0,528,195,,,,,,0,,0
"2020-03-13","NM","",,,0,,,,,0,,,190,35,,,,,,,10,,5,0,,,,,,,,0,200,40,,,,,,0,,0
"2020-03-13","DE","",0,0,0,0,,,,0,,,30,7,,,,,,10,4,,0,0,,,,,,,,0,34,7,,,,,,0,,0
"2020-03-13","NV","",0,,0,,,,,0,,,168,0,,,,,,,22,22,10,0,,,,,,,,0,190,10,,,,,,0,,0
"2020-03-13","DC","",,,0,,,,,0,,,20,0,,,,,,,10,,0,0,,,,,,,30,0,30,0,,,,,,0,,0
"2020-03-13","NY","",,,0,,,,,0,,,2779,2687,,,,,,,421,,205,0,,,,,,,,0,3200,2892,,,,,,0,,0
"2020-03-13","CT","",,,0,,,,,0,,,99,10,,,,,,,6,,0,0,,,,,,,,0,105,10,,,,,,0,,0
"2020-03-13","OH","",,,0,,,,,0,,,50,20,,,,,,159,13,13,8,0,,,,,,,,0,63,28,,,,,,0,,0
"2020-03-13","CO","",,,0,,,,,0,,,524,226,,,,,,,72,,27,0,,,,,,,198,128,198,128,,,,,,0,,0
"2020-03-13","OK","",,,0,,,,,0,,,36,0,,,,,,37,3,,0,0,,,,,,,,0,39,0,,,,,,0,,0
"2020-03-13","CA","",4,,0,,,,,0,,,916,0,,,,,,,202,,0,0,,,,,,,,0,1118,0,,,,,,0,1118,0
"2020-03-13","OR","",,,0,,,,,0,,,337,51,,,,,,157,30,,11,0,,,,,,,,0,367,62,,,,,,0,,0
"2020-03-13","AZ","",0,,0,,22,22,,6,,,94,12,,,,,,40,9,,0,0,,,,,,,,0,103,12,,,,,,0,103,12
"2020-03-13","PA","",,,0,,,,,0,,,140,24,,,,,,130,41,,19,0,,,,,,,,0,181,43,,,,,181,43,,0
"2020-03-13","AR","",,,0,,,,,0,,,30,6,,,,,,22,9,9,3,0,,,,,,,,0,39,9,,,,,,0,39,9
"2020-03-13","RI","",,,0,,,,,0,,,224,48,,,236,,,29,19,19,6,0,,,,,21,,201,51,201,51,,,,,243,54,257,56
"2020-03-13","AL","",,,0,,,,,0,,,11,1,,,,,,,1,1,1,0,,,,,,,,0,12,2,,,,,,0,12,2
"2020-03-13","SC","",,,0,,,,,0,,,75,27,,,,,,,12,12,2,0,,,,,,,,0,87,29,,,,,,0,,0
"2020-03-13","AK","",0,,0,,,,,0,,,59,13,,,,,,,1,1,1,0,,,,,,,,0,60,14,,,,,,0,60,14
"2020-03-13","SD","",,,0,,,,,0,,,73,46,,,,,,11,9,,1,0,,,,,,,,0,82,47,,,,,82,47,,0
"2020-03-13","WY","",,,0,,,,,0,,,,0,,,,,,,1,1,0,0,,,,,,,,0,1,0,,,,,,0,,0
"2020-03-13","TN","",,,0,,,,,0,,,116,37,,,,,,,26,,8,0,,,,,,,,0,142,45,,,,,,0,,0
"2020-03-13","VT","",,,0,,,,,0,,,223,87,,,,,,,5,,3,0,,,,,,,,0,228,90,,,,,,0,,0
"2020-03-13","TX","",,,0,,,,,0,,,,0,,,,,,,39,39,16,0,,,,,,,,0,39,16,,,,,,0,,0
"2020-03-13","WI","",,,0,,,,,0,,,169,85,,,,,,,23,19,14,0,,,,,,,,0,192,99,,,,,,0,,0
"2020-03-13","UT","",,,0,,,,,0,,,131,0,,,,,,,6,6,2,0,,,,,,,,0,137,2,,,,,,0,,0
"2020-03-13","VA","",,,0,,,,,0,,,117,0,,,,,,,30,,13,0,,,,,2095,,6601,85,147,13,,,,,,0,,0
"2020-03-13","MD","",,,0,,,,,0,,,94,0,,,,,,,17,17,5,0,,,,,,,,0,111,5,,,,,,0,,0
"2020-03-13","WV","",,,0,,,,,0,,,17,10,,,,,,4,0,0,0,0,,,,,,,,0,17,10,,,,,,0,,0
"2020-03-12","MS","",,,0,,,,,0,,,41,21,,,,,,,1,,1,0,,,,,,,,0,42,22,,,,,,0,,0
"2020-03-12","MO","",,,0,,,,,0,,,64,64,,,56,,,,1,,0,0,,,,,9,,,0,65,64,,,,,,0,65,11
"2020-03-12","MN","",,,0,,,,,0,,,307,90,,,,,,,43,43,22,0,,,,,,,,0,350,112,,,,,,0,350,112
"2020-03-12","MT","",,,0,,,,,0,,,34,13,,,,,,,1,,1,0,,,,,,,,0,35,14,,,,,,0,,0
"2020-03-12","ME","",,,0,,,,,0,,,65,23,,,,,,20,1,,1,0,,,,,,,,0,66,24,,,,,,0,,0
"2020-03-12","MD","",,,0,,,,,0,,,94,0,,,,,,,12,12,3,0,,,,,,,,0,106,3,,,,,,0,,0
"2020-03-12","MA","",,,0,,,,,0,,,,0,,,,,,,8,,8,0,,,,,170,,,0,1116,432,,,,,,0,1116,432
"2020-03-12","LA","",,,0,,,,,0,,,37,0,,,,,,,14,14,8,0,,,,,,,,0,51,8,,,,,,0,,0
"2020-03-12","KY","",,,0,,,,,0,,,56,10,,,,,,,8,,0,0,,,,,,,,0,64,10,,,,,,0,64,10
"2020-03-12","NC","",,,0,,,,,0,,,60,60,,,,,,,12,,5,0,,,,,,,,0,72,65,,,,,,0,,0
"2020-03-12","KS","",,,0,,,,,0,,,41,0,,,,,,,4,,3,0,,,,,,,,0,45,3,,,,,,0,,0
"2020-03-12","ND","",,,0,,,,,0,,,12,5,,,,,,14,1,1,1,0,,,,,,,17,8,17,8,,,,,16,8,26,12
"2020-03-12","IN","",,,0,,,,,0,,,52,19,,,,,,,12,,2,0,,,,,,,,0,64,21,,,,,,0,,0
"2020-03-12","NE","",,,0,,,,,0,,,80,33,,,,,,33,10,,5,0,,,,,,,,0,90,38,,,,,,0,,0
"2020-03-12","IL","",,,0,,,,,0,,,266,22,,,,,,76,25,,6,0,,,,,,,,0,291,28,,,,,,0,,0
"2020-03-12","NH","",,,0,,,,,0,,,94,56,,,,,,21,6,,2,0,,,,,,,,0,100,58,,,,,,0,204,42
"2020-03-12","ID","",,,0,,,,,0,,,93,26,,,,,,,0,,0,0,,,,,,,,0,93,26,,,,,,0,93,26
"2020-03-12","NJ","",1,1,0,0,,,,0,,,74,17,,,,,,20,30,32,6,0,,,,,,,,0,104,23,,,,,104,23,,0
"2020-03-12","IA","",,,0,,,,,0,,,67,21,,,,,,24,14,14,1,0,,,,,,,,0,81,22,,,,,,0,,0
"2020-03-12","NM","",,,0,,,,,0,,,155,68,,,,,,,5,,2,0,,,,,,,,0,160,70,,,,,,0,,0
"2020-03-12","HI","",,,0,,,,,0,,,,0,,,,,,,2,,0,0,,,,,,,,0,2,0,,,,,,0,,0
"2020-03-12","NV","",0,,0,,,,,0,,,168,0,,,,,,,12,12,3,0,,,,,,,,0,180,3,,,,,,0,,0
"2020-03-12","GA","",,,0,,,,,0,,,,0,,,,,,,31,,9,0,,,,,,,,0,31,9,,,,,,0,31,9
"2020-03-12","NY","",,,0,,,,,0,,,92,0,,,,,,,216,,0,0,,,,,,,,0,308,0,,,,,,0,,0
"2020-03-12","FL","",2,,0,,,,,0,,,301,0,,,,,,147,32,,4,0,,,,,,,,0,333,4,,,,,,0,,0
"2020-03-12","OH","",,,0,,,,,0,,,30,9,,,,,,52,5,5,1,0,,,,,,,,0,35,10,,,,,,0,,0
"2020-03-12","DE","",0,0,0,0,,,,0,,,23,6,,,,,,14,4,,3,0,,,,,,,,0,27,9,,,,,,0,,0
"2020-03-12","OK","",,,0,,,,,0,,,36,21,,,,,,4,3,,1,0,,,,,,,,0,39,22,,,,,,0,,0
"2020-03-12","DC","",,,0,,,,,0,,,20,0,,,,,,,10,,5,0,,,,,,,30,5,30,5,,,,,,0,,0
"2020-03-12","OR","",,,0,,,,,0,,,286,0,,,,,,62,19,,0,0,,,,,,,,0,305,0,,,,,,0,,0
"2020-03-12","CT","",,,0,,,,,0,,,89,18,,,,,,,6,,3,0,,,,,,,,0,95,21,,,,,,0,,0
"2020-03-12","PA","",,,0,,,,,0,,,116,28,,,,,,81,22,,6,0,,,,,,,,0,138,34,,,,,138,34,,0
"2020-03-12","CO","",,,0,,,,,0,,,298,47,,,,,,,45,,17,0,,,,,,,70,70,70,70,,,,,,0,,0
"2020-03-12","RI","",,,0,,,,,0,,,176,37,,,186,,,8,13,13,8,0,,,,,15,,150,34,150,34,,,,,189,45,201,51
"2020-03-12","CA","",4,,4,,,,,0,,,916,0,,,,,,,202,,45,0,,,,,,,,0,1118,45,,,,,,0,1118,45
"2020-03-12","SC","",,,0,,,,,0,,,48,16,,,,,,,10,10,1,0,,,,,,,,0,58,17,,,,,,0,,0
"2020-03-12","AZ","",,,0,,16,16,,5,,,82,23,,,,,,24,9,,0,0,,,,,,,,0,91,23,,,,,,0,91,23
"2020-03-12","SD","",,,0,,,,,0,,,27,14,,,,,,11,8,,3,0,,,,,,,,0,35,17,,,,,35,17,,0
"2020-03-12","AR","",,,0,,,,,0,,,24,12,,,,,,20,6,6,6,0,,,,,,,,0,30,18,,,,,,0,30,18
"2020-03-12","TN","",,,0,,,,,0,,,79,29,,,,,,,18,,11,0,,,,,,,,0,97,40,,,,,,0,,0
"2020-03-12","AL","",,,0,,,,,0,,,10,0,,,,,,,0,0,0,0,,,,,,,,0,10,0,,,,,,0,10,0
"2020-03-12","TX","",,,0,,,,,0,,,,0,,,,,,,23,23,2,0,,,,,,,,0,23,2,,,,,,0,,0
"2020-03-12","AK","",0,,0,,,,,0,,,46,0,,,,,,14,0,0,0,0,,,,,,,,0,46,0,,,,,,0,46,0
"2020-03-12","UT","",,,0,,,,,0,,,131,131,,,,,,,4,4,2,0,,,,,,,,0,135,133,,,,,,0,,0
"2020-03-12","WY","",,,0,,,,,0,,,,0,,,,,,,1,,1,0,,,,,,,,0,1,1,,,,,,0,,0
"2020-03-12","VA","",,,0,,,,,0,,,117,57,,,,,,,17,,8,0,,,,,2094,,6516,32,134,65,,,,,,0,,0
"2020-03-12","WV","",,,0,,,,,0,,,7,4,,,,,,1,0,0,0,0,,,,,,,,0,7,4,,,,,,0,,0
"2020-03-12","VT","",,,0,,,,,0,,,136,45,,,,,,,2,,0,0,,,,,,,,0,138,45,,,,,,0,,0
"2020-03-12","WA","",44,,4,,,,,0,,,10813,3630,,,,,,,801,801,179,0,,,,,,,11614,3809,11614,3809,,,,,11369,3764,,0
"2020-03-12","MI","",,0,0,1,,,,0,,,91,34,,,,,,27,702,996,205,0,,,,,,,,0,793,239,,,,,,0,,0
"2020-03-12","WI","",,,0,,,,,0,,,84,41,,,,,,,9,8,6,0,,,,,,,,0,93,47,,,,,,0,,0
"2020-03-11","MT","",,,0,,,,,0,,,21,6,,,,,,,0,,0,0,,,,,,,,0,21,6,,,,,,0,,0
"2020-03-11","MS","",,,0,,,,,0,,,20,20,,,,,,,0,,0,0,,,,,,,,0,20,20,,,,,,0,,0
"2020-03-11","MO","",,,0,,,,,0,,,,0,,,46,,,,1,,0,0,,,,,8,,,0,1,0,,,,,,0,54,12
"2020-03-11","MN","",,,0,,,,,0,,,217,85,,,,,,,21,21,10,0,,,,,,,,0,238,95,,,,,,0,238,95
"2020-03-11","NC","",,,0,,,,,0,,,,0,,,,,,,7,,0,0,,,,,,,,0,7,0,,,,,,0,,0
"2020-03-11","ME","",,,0,,,,,0,,,42,22,,,,,,5,0,,0,0,,,,,,,,0,42,22,,,,,,0,,0
"2020-03-11","MD","",,,0,,,,,0,,,94,5,,,,,,,9,9,3,0,,,,,,,,0,103,8,,,,,,0,,0
"2020-03-11","MA","",,,0,,,,,0,,,,0,,,,,,,,,0,0,,,,,141,,,0,684,182,,,,,,0,684,182
"2020-03-11","LA","",,,0,,,,,0,,,37,26,,,,,,,6,6,5,0,,,,,,,,0,43,31,,,,,,0,,0
"2020-03-11","KY","",,,0,,,,,0,,,46,18,,,,,,,8,,2,0,,,,,,,,0,54,20,,,,,,0,54,20
"2020-03-11","ND","",,,0,,,,,0,,,7,1,,,,,,6,0,0,0,0,,,,,,,9,2,9,2,,,,,8,1,14,2
"2020-03-11","KS","",,,0,,,,,0,,,41,24,,,,,,,1,,0,0,,,,,,,,0,42,24,,,,,,0,,0
"2020-03-11","NE","",,,0,,,,,0,,,47,0,,,,,,16,5,,2,0,,,,,,,,0,52,2,,,,,,0,,0
"2020-03-11","IN","",,,0,,,,,0,,,33,3,,,,,,,10,,4,0,,,,,,,,0,43,7,,,,,,0,,0
"2020-03-11","NH","",,,0,,,,,0,,,38,0,,,,,,5,4,,0,0,,,,,,,,0,42,0,,,,,,0,162,44
"2020-03-11","IL","",,,0,,,,,0,,,244,0,,,,,,63,19,,0,0,,,,,,,,0,263,0,,,,,,0,,0
"2020-03-11","NJ","",1,1,1,0,,,,0,,,57,13,,,,,,20,24,23,9,0,,,,,,,,0,81,22,,,,,81,22,,0
"2020-03-11","ID","",,,0,,,,,0,,,67,26,,,,,,,0,,0,0,,,,,,,,0,67,26,,,,,,0,67,26
"2020-03-11","NM","",,,0,,,,,0,,,87,18,,,,,,,3,,3,0,,,,,,,,0,90,21,,,,,,0,,0
"2020-03-11","IA","",,,0,,,,,0,,,46,14,,,,,,27,13,13,5,0,,,,,,,,0,59,19,,,,,,0,,0
"2020-03-11","NV","",0,,0,,,,,0,,,168,154,,,,,,,9,9,4,0,,,,,,,,0,177,158,,,,,,0,,0
"2020-03-11","HI","",,,0,,,,,0,,,,0,,,,,,,2,,0,0,,,,,,,,0,2,0,,,,,,0,,0
"2020-03-11","NY","",,,0,,,,,0,,,92,0,,,,,,,216,,43,0,,,,,,,,0,308,43,,,,,,0,,0
"2020-03-11","GA","",,,0,,,,,0,,,,0,,,,,,,22,,5,0,,,,,,,,0,22,5,,,,,,0,22,5
"2020-03-11","OH","",,,0,,,,,0,,,21,7,,,,,,24,4,4,1,0,,,,,,,,0,25,8,,,,,,0,,0
"2020-03-11","WI","",,,0,,,,,0,,,43,7,,,,,,,3,3,1,0,,,,,,,,0,46,8,,,,,,0,,0
"2020-03-11","OK","",,,0,,,,,0,,,15,0,,,,,,11,2,,0,0,,,,,,,,0,17,0,,,,,,0,,0
"2020-03-11","DE","",0,0,0,0,,,,0,,,17,0,,,,,,2,1,,1,0,,,,,,,,0,18,1,,,,,,0,,0
"2020-03-11","OR","",,,0,,,,,0,,,286,73,,,,,,62,19,,4,0,,,,,,,,0,305,77,,,,,,0,,0
"2020-03-11","WV","",,,0,,,,,0,,,3,1,,,,,,2,0,0,0,0,,,,,,,,0,3,1,,,,,,0,,0
"2020-03-11","PA","",,,0,,,,,0,,,88,88,,,,,,54,16,,4,0,,,,,,,,0,104,92,,,,,104,104,,0
"2020-03-11","CT","",,,0,,,,,0,,,71,17,,,,,,,3,,1,0,,,,,,,,0,74,18,,,,,,0,,0
"2020-03-11","RI","",,,0,,,,,0,,,139,34,,,144,,,24,5,5,0,0,,,,,6,,116,27,116,27,,,,,144,34,150,34
"2020-03-11","CO","",,,0,,,,,0,,,251,109,,,,,,,28,,16,0,,,,,,,,0,,0,,,,,,0,,0
"2020-03-11","SC","",,,0,,,,,0,,,32,8,,,,,,,9,9,2,0,,,,,,,,0,41,10,,,,,,0,,0
"2020-03-11","CA","",,,0,,,,,0,,,916,226,,,,,,,157,,24,0,,,,,,,,0,1073,250,,,,,,0,1073,250
"2020-03-11","SD","",,,0,,,,,0,,,13,2,,,,,,2,5,,5,0,,,,,,,,0,18,7,,,,,18,7,,0
"2020-03-11","AZ","",,,0,,11,11,,3,,,59,8,,,,,,32,9,,3,0,,,,,,,,0,68,11,,,,,,0,68,11
"2020-03-11","TN","",,,0,,,,,0,,,50,50,,,,,,,7,,0,0,,,,,,,,0,57,50,,,,,,0,,0
"2020-03-11","AR","",,,0,,,,,0,,,12,0,,,,,,14,0,0,0,0,,,,,,,,0,12,0,,,,,,0,12,0
"2020-03-11","TX","",,,0,,,,,0,,,,0,,,,,,,21,21,8,0,,,,,,,,0,21,8,,,,,,0,,0
"2020-03-11","AL","",,,0,,,,,0,,,10,10,,,,,,,0,0,0,0,,,,,,,,0,10,10,,,,,,0,10,10
"2020-03-11","UT","",,,0,,,,,0,,,,0,,,,,,,2,2,0,0,,,,,,,,0,2,0,,,,,,0,,0
"2020-03-11","AK","",0,,0,,,,,0,,,46,23,,,,,,14,0,0,0,0,,,,,,,,0,46,23,,,,,,0,46,23
"2020-03-11","VA","",,,0,,,,,0,,,60,7,,,,,,,9,,1,0,,,,,2092,,6484,11,69,8,,,,,,0,,0
"2020-03-11","WY",,,,0,,,,,0,,,,0,,,,,,,0,,0,0,,,,,,,,0,0,0,,,,,,0,,0
"2020-03-11","VT","",,,0,,,,,0,,,91,31,,,,,,,2,,1,0,,,,,,,,0,93,32,,,,,,0,,0
"2020-03-11","WA","",40,,3,,,,,0,,,7183,2185,,,,,,,622,622,134,0,,,,,,,7805,2319,7805,2319,,,,,7605,2267,,0
"2020-03-11","MI","",,0,0,0,,,,0,,,57,18,,,,,,18,497,727,139,0,,,,,,,,0,554,157,,,,,,0,,0
"2020-03-11","FL","",2,,2,,,,,0,,,301,79,,,,,,147,28,,9,0,,,,,,,,0,329,88,,,,,,0,,0
"2020-03-11","DC","",,,0,,,,,0,,,20,3,,,,,,15,5,,0,0,,,,,,,25,3,25,3,,,,,,0,,0
